Index,MC,TYPE,SubChannel,Partition,Nibble,FieldName,Register,Field,Name,Name_Index,combined_string
10,M5,CC,A,x,x,ldo_vccddra_offsetctrl,ddrcc_ldo_ctl0,M5_A_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC_10,&---M5---CC---A---x---x---ldo_vccddra_offsetctrl---ddrcc_ldo_ctl0---M5_A_x_x_LdoVddraOffsetctrl
11,M5,CC,B,x,x,ldo_vccddra_offsetctrl,ddrcc_ldo_ctl0,M5_B_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC_11,&---M5---CC---B---x---x---ldo_vccddra_offsetctrl---ddrcc_ldo_ctl0---M5_B_x_x_LdoVddraOffsetctrl
12,M6,CC,A,x,x,ldo_vccddra_offsetctrl,ddrcc_ldo_ctl0,M6_A_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC_12,&---M6---CC---A---x---x---ldo_vccddra_offsetctrl---ddrcc_ldo_ctl0---M6_A_x_x_LdoVddraOffsetctrl
13,M6,CC,B,x,x,ldo_vccddra_offsetctrl,ddrcc_ldo_ctl0,M6_B_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC_13,&---M6---CC---B---x---x---ldo_vccddra_offsetctrl---ddrcc_ldo_ctl0---M6_B_x_x_LdoVddraOffsetctrl
14,M7,CC,A,x,x,ldo_vccddra_offsetctrl,ddrcc_ldo_ctl0,M7_A_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC_14,&---M7---CC---A---x---x---ldo_vccddra_offsetctrl---ddrcc_ldo_ctl0---M7_A_x_x_LdoVddraOffsetctrl
15,M7,CC,B,x,x,ldo_vccddra_offsetctrl,ddrcc_ldo_ctl0,M7_B_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CC_15,&---M7---CC---B---x---x---ldo_vccddra_offsetctrl---ddrcc_ldo_ctl0---M7_B_x_x_LdoVddraOffsetctrl
0,M0,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M0_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_0,&---M0---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M0_x_x_x_LdoVddraOffsetctrl
1,M1,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M1_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_1,&---M1---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M1_x_x_x_LdoVddraOffsetctrl
2,M2,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M2_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_2,&---M2---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M2_x_x_x_LdoVddraOffsetctrl
3,M3,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M3_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_3,&---M3---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M3_x_x_x_LdoVddraOffsetctrl
4,M4,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M4_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_4,&---M4---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M4_x_x_x_LdoVddraOffsetctrl
5,M5,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M5_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_5,&---M5---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M5_x_x_x_LdoVddraOffsetctrl
6,M6,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M6_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_6,&---M6---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M6_x_x_x_LdoVddraOffsetctrl
7,M7,CLK,x,x,x,ldo_vccddra_offsetctrl,ddrclk_ddra_ldo_ctl0,M7_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_CLK_7,&---M7---CLK---x---x---x---ldo_vccddra_offsetctrl---ddrclk_ddra_ldo_ctl0---M7_x_x_x_LdoVddraOffsetctrl
0,M0,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M0_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_0,&---M0---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M0_x_x_x_LdoVddraOffsetctrl
1,M0,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M0_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_1,&---M0---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M0_x_x_x_LdoVddraOffsetctrlMcr
2,M1,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M1_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_2,&---M1---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M1_x_x_x_LdoVddraOffsetctrl
3,M1,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M1_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_3,&---M1---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M1_x_x_x_LdoVddraOffsetctrlMcr
4,M2,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M2_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_4,&---M2---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M2_x_x_x_LdoVddraOffsetctrl
5,M2,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M2_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_5,&---M2---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M2_x_x_x_LdoVddraOffsetctrlMcr
6,M3,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M3_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_6,&---M3---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M3_x_x_x_LdoVddraOffsetctrl
7,M3,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M3_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_7,&---M3---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M3_x_x_x_LdoVddraOffsetctrlMcr
8,M4,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M4_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_8,&---M4---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M4_x_x_x_LdoVddraOffsetctrl
9,M4,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M4_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_9,&---M4---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M4_x_x_x_LdoVddraOffsetctrlMcr
10,M5,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M5_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_10,&---M5---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M5_x_x_x_LdoVddraOffsetctrl
11,M5,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M5_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_11,&---M5---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M5_x_x_x_LdoVddraOffsetctrlMcr
12,M6,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M6_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_12,&---M6---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M6_x_x_x_LdoVddraOffsetctrl
13,M6,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M6_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_13,&---M6---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M6_x_x_x_LdoVddraOffsetctrlMcr
14,M7,COMP,x,x,x,ldo_vccddra_offsetctrl,ddrpll_ddra_ldo_ctl0,M7_x_x_x_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_14,&---M7---COMP---x---x---x---ldo_vccddra_offsetctrl---ddrpll_ddra_ldo_ctl0---M7_x_x_x_LdoVddraOffsetctrl
15,M7,COMP,x,x,x,ldo_vccddra_offsetctrl_mcr,ddrpll_ddra_ldo_ctl7,M7_x_x_x_LdoVddraOffsetctrlMcr,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_COMP_15,&---M7---COMP---x---x---x---ldo_vccddra_offsetctrl_mcr---ddrpll_ddra_ldo_ctl7---M7_x_x_x_LdoVddraOffsetctrlMcr
0,M0,DATA,A,0,0,ldo_vccddra_offsetctrl,ddrd_n0_ddra_ldo_ctl0,M0_A_0_0_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA_0,&---M0---DATA---A---0---0---ldo_vccddra_offsetctrl---ddrd_n0_ddra_ldo_ctl0---M0_A_0_0_LdoVddraOffsetctrl
1,M0,DATA,A,0,1,ldo_vccddra_offsetctrl,ddrd_n1_ddra_ldo_ctl0,M0_A_0_1_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA_1,&---M0---DATA---A---0---1---ldo_vccddra_offsetctrl---ddrd_n1_ddra_ldo_ctl0---M0_A_0_1_LdoVddraOffsetctrl
2,M0,DATA,A,1,0,ldo_vccddra_offsetctrl,ddrd_n0_ddra_ldo_ctl0,M0_A_1_0_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA_2,&---M0---DATA---A---1---0---ldo_vccddra_offsetctrl---ddrd_n0_ddra_ldo_ctl0---M0_A_1_0_LdoVddraOffsetctrl
3,M0,DATA,A,1,1,ldo_vccddra_offsetctrl,ddrd_n1_ddra_ldo_ctl0,M0_A_1_1_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA_3,&---M0---DATA---A---1---1---ldo_vccddra_offsetctrl---ddrd_n1_ddra_ldo_ctl0---M0_A_1_1_LdoVddraOffsetctrl
4,M0,DATA,A,2,0,ldo_vccddra_offsetctrl,ddrd_n0_ddra_ldo_ctl0,M0_A_2_0_LdoVddraOffsetctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOVCCDDRA_CAL_DATA_4,&---M0---DATA---A---2---0---ldo_vccddra_offsetctrl---ddrd_n0_ddra_ldo_ctl0---M0_A_2_0_LdoVddraOffsetctrl
